,address,birthdate,blood_group,company,job,mail,name,phone,residence,sex,ssn,username,website
834,"клх Аршан (Бурят.), ул. Колхозная, д. 33, 078232",2007-03-28,B-,Гришина,Мельник,lihachevbazhen@rambler.ru,Евдокимов Гурий Ерофеевич,+7 817 329 53 58,"п. Серпухов, ул. Свободы, д. 62, 365186",M,512390139814,silakozlov,"['http://www.rao.info/', 'https://rao.edu/']"
835,"клх Биробиджан, ул. Пригородная, д. 72, 769653",1983-05-23,0-,Кононова,Виноградарь,ostromir99@yandex.ru,Давыдов Виктор Ааронович,+7 412 910 1365,"д. Чикола, ул. 8-е Марта, д. 52, 562376",M,705288456158,mharitonova,"['http://chernova.org/', 'http://panova.net/']"
836,"ст. Курумкан, ул. Черемушки, д. 85, 834348",2014-02-25,AB+,ИП «Тарасов»,Инженер-системотехник,gorshkovemil@rambler.ru,Богданова Екатерина Владиславовна,+7 (932) 586-91-91,"г. Каргасок, ул. Горная, д. 97, 477093",F,609914687253,boleslav_47,['https://www.ao.net/']
837,"д. Шуя, ул. Сосновая, д. 51, 182271",2016-06-16,0-,НПО «Романова Одинцов»,Интендант,fkonovalova@yandex.ru,Ковалева Светлана Аскольдовна,+7 667 485 8679,"п. Ребриха, ул. Жданова, д. 02, 497928",F,780318138808,kovalevefim,"['http://www.ao.ru/', 'https://www.npo.info/']"
838,"п. Самара, ул. Вишневая, д. 41, 844444",2000-06-03,0-,РАО «Зимина»,Сиделка,gerasimovsavva@hotmail.com,Михайлов Степан Гаврилович,+7 (331) 043-96-79,"клх Красноуральск, ул. 8-е Марта, д. 45, 594432",M,559465171886,sharapovalora,['http://www.zinovev.com/']
839,"г. Североуральск, ул. Розы Люксембург, д. 02, 343750",2001-02-12,0-,НПО «Дорофеев»,Оператор РЛС,odanilova@yandex.ru,Пахомов Марк Фокич,+7 941 937 87 40,"д. Соль-Илецк, ул. Кузнечная, д. 70, 027926",M,751171786152,anisim1978irina_2013,['https://www.rao.edu/']
840,"ст. Буденновск, ул. Амурская, д. 53, 031330",1984-02-04,B-,ИП «Белозерова Агафонов»,Топограф,nekrasovruslan@yahoo.com,Дмитриев Эрнест Фёдорович,+7 (512) 840-12-71,"п. Тула, ул. Водников, д. 29, 203821",M,375980157122,vseslavsobolev,"['http://ip.biz/', 'https://www.rao.info/']"
841,"п. Сковородино, ул. Рабочая, д. 31, 918128",1983-07-07,B-,Медведева,Дилер,gmaslov@gmail.com,Андреева Раиса Юльевна,+7 (947) 859-9181,"клх Балтийск, ул. Дзержинского, д. 03, 246903",F,442286612690,savvati31,"['http://www.ip.biz/', 'http://www.npo.org/', 'https://www.ao.edu/']"
842,"ст. Северодвинск, ул. Славянская, д. 23, 641419",1977-03-21,B+,"ИП «Якушева, Соколова и Смирнова»",Проходчик,grishinevgraf@rambler.ru,Беляева Евгения Максимовна,+7 973 970 16 29,"ст. Комсомольск-на-Амуре, ул. Рылеева, д. 72, 159760",F,769072143326,oanisimov,['http://www.ip.info/']
843,"ст. Усть-Кулом, ул. Астраханская, д. 46, 626722",1999-11-23,AB-,АО «Мамонтова»,Налоговый инспектор,gerasimandreev@yandex.ru,Кондратьев Ефим Аверьянович,+7 471 337 89 53,"д. Губкин, ул. Слободская, д. 99, 084271",M,131487120783,nikandrmishin,"['http://www.kuzmin.org/', 'http://ao.edu/', 'https://ao.biz/', 'https://www.rao.org/']"
844,"ст. Фатеж, ул. Карла Маркса, д. 59, 918333",2015-04-05,B-,ИП «Баранов»,Медник,anzhela_25@mail.ru,Гаврилов Лонгин Устинович,+7 (297) 587-98-73,"г. Кириши, ул. Морозова, д. 44, 058985",M,639324137108,poljakovevlampi,"['http://www.ao.info/', 'http://dorofeev.org/', 'https://ao.info/']"
845,"с. Москва, ул. Партизанская, д. 09, 101813",1980-02-03,B+,Субботина,Актуарий,timofeevaolga@gmail.com,Шестакова Алевтина Ждановна,+7 (805) 456-1991,"с. Колпашево, ул. Урицкого, д. 41, 677922",F,565609840705,andronik23,['http://rao.biz/']
846,"с. Торжок, ул. Сенная, д. 93, 005855",2006-10-19,A-,НПО «Кузьмина Киселев»,Командир,merkushevbronislav@rambler.ru,Меркушева Варвара Макаровна,+7 966 382 7815,"к. Новороссийск, ул. Титова, д. 98, 331424",F,677584157054,nikolagavrilov,"['https://www.ip.biz/', 'http://ao.info/', 'http://www.grigoreva.org/']"
847,"ст. Луховицы, ул. Снежная, д. 82, 940903",1988-04-20,B+,НПО «Самсонова-Гуляева»,Почтальон,ernest_63@gmail.com,Цветков Спартак Чеславович,+7 (865) 361-9312,"ст. Магнитогорск, ул. Ветеранов, д. 41, 225038",M,059735142755,parfen1977onufri_1971,"['https://www.ao.net/', 'https://rao.ru/', 'http://www.npo.ru/', 'https://www.rao.net/']"
848,"п. Лазаревское, ул. Дружба, д. 46, 603410",1998-05-13,AB-,Рябова,Военно-полевой хирург,varfolomesorokin@rambler.ru,Дементьева Ирина Романовна,+7 (807) 149-56-96,"к. Оймякон, ул. Западная, д. 28, 724425",F,762165011650,molchanovsavva,"['https://rao.net/', 'http://rao.org/', 'https://www.rao.info/']"
849,"д. Чайковский, ул. Промышленная, д. 60, 668874",1970-05-23,B-,АО «Корнилов-Моисеева»,Нарколог,hohlovairaida@hotmail.com,Гришин Емельян Феоктистович,+7 (603) 696-81-79,"д. Горячий Ключ, ул. Геологов, д. 18, 280993",M,990698687069,vladimirovluka,['https://rao.ru/']
850,"г. Алдан, ул. Микрорайон, д. 33, 403738",1989-08-01,B+,Игнатов,Фортификатор,timofe_89@yahoo.com,Ершов Фока Димитриевич,+7 (070) 858-1833,"с. Великий Устюг, ул. Достоевского, д. 42, 815975",M,123013266951,hristofor72,"['https://titova.ru/', 'http://www.rao.org/', 'https://npo.ru/']"
851,"клх Беломорск, ул. Коммунистическая, д. 88, 335779",2013-08-25,AB-,НПО «Колобов-Зиновьева»,Водолаз,innokentisamolov@yandex.ru,Игнатьева Валерия Робертовна,+7 (895) 535-90-57,"д. Калевала, ул. Одесская, д. 48, 654427",F,836595262934,ustin_80,"['https://www.npo.net/', 'http://www.gorbunova.info/']"
852,"клх Тихвин, ул. Горная, д. 12, 406118",2005-03-16,AB-,ИП «Ширяев-Ширяева»,Библиотекарь,komarovaljubov@hotmail.com,Давыдов Гурий Георгиевич,+7 029 812 4423,"с. Сковородино, ул. Рязанская, д. 77, 162879",M,804491743950,miron1971samson_1982,"['https://www.rao.ru/', 'http://npo.biz/', 'https://www.ip.info/', 'https://ip.biz/']"
853,"ст. Санкт-Петербург, ул. Слободская, д. 99, 068643",1971-05-03,B+,Самсонова,Предприниматель,bolshakovantonin@rambler.ru,Кошелев Гордей Иларионовичх,+7 (551) 666-80-98,"д. Печора, ул. Чайковского, д. 87, 733237",M,773055299043,ratibor_29,['http://www.rodionova.net/']
854,"д. Тырныауз, ул. Коминтерна, д. 87, 261404",1994-01-12,AB+,АО «Петрова-Фролов»,Хлопокороб,vseslavvinogradov@yandex.ru,Маслов Аггей Давыдович,+7 (660) 367-29-95,"с. Мирный, ул. Володарского, д. 93, 683466",M,356790478143,svetlana_75,"['http://ip.edu/', 'https://www.ip.biz/', 'https://ao.com/', 'https://rao.edu/']"
855,"д. Архангельск, ул. Таежная, д. 35, 817076",1973-04-17,AB+,Кононов,Программист,timur_71@yahoo.com,Никонова Тамара Вячеславовна,+7 (402) 282-76-00,"к. Нефедова, ул. Ангарская, д. 97, 174097",F,497696244989,lukinsamuil,"['https://ip.edu/', 'http://www.rao.com/']"
856,"г. Ямбург, ул. Клары Цеткин, д. 94, 863487",1971-01-28,A+,Ершова,Лимфолог,ignatisidorov@hotmail.com,Гордеева Вера Сергеевна,+7 (779) 025-0692,"г. Охотск, ул. Луговая, д. 21, 677716",F,235999246169,mechislavchernov,"['https://ip.edu/', 'http://kalinina.biz/', 'http://www.rao.org/', 'http://www.kolesnikov.com/']"
857,"с. Анива, ул. Ангарская, д. 31, 168080",1994-07-25,0+,НПО «Копылова»,Диверсант,fokinaolimpiada@yandex.ru,Кулагина Ульяна Егоровна,+7 566 560 84 39,"п. Ямбург, ул. Заовражная, д. 85, 563485",F,996846810161,oktjabrina_93,"['https://www.rao.edu/', 'http://rao.biz/']"
858,"клх Чебоксары, ул. Чайкиной, д. 02, 314511",1997-08-02,A+,Дорофеева,Повар,ignatovradislav@rambler.ru,Кириллов Адам Теймуразович,+7 056 620 42 75,"ст. Псебай, ул. Монтажников, д. 61, 293785",M,975922418399,tit88,"['http://rao.com/', 'http://www.ip.biz/', 'https://www.npo.org/', 'http://rao.info/']"
859,"клх Печенга, ул. Седова, д. 14, 219503",1978-10-21,A-,Крюкова,Танцор,fedorovatamara@mail.ru,Овчинников Агап Жоресович,+7 383 689 94 87,"клх Тула, ул. Народная, д. 67, 962391",M,231904061685,shashkovjuri,"['https://www.ao.com/', 'https://www.ip.net/', 'http://www.rao.info/', 'https://rao.info/']"
860,"д. Югорск, ул. Шолохова, д. 86, 686306",1982-06-29,0+,АО «Абрамова-Новикова»,Киномеханик,nesterovdorofe@hotmail.com,Емельянова Варвара Альбертовна,+7 762 448 72 04,"п. Калач-на-Дону, ул. Ореховая, д. 77, 979354",F,170249447552,oeliseev,"['http://artemev.biz/', 'http://ao.net/']"
861,"д. Смирных, ул. Студенческая, д. 58, 911231",1983-03-22,0+,"НПО «Тихонов, Бобылева и Комиссарова»",Десантник,evdokim29@gmail.com,Лихачев Фока Юлианович,+7 662 561 47 14,"г. Углегорск, ул. Проезжая, д. 46, 952710",M,196548250311,fokinazoja,['http://rao.edu/']
862,"клх Вытегра, ул. Павлика Морозова, д. 95, 575688",2002-02-07,B-,Белозерова,Фотограф,grigorevernst@hotmail.com,Зимина Эмилия Евгеньевна,+7 090 694 10 99,"д. Мурманск, ул. Портовая, д. 04, 987274",F,753600495879,kuzminaregina,"['https://ao.org/', 'http://rao.edu/', 'http://rao.ru/', 'http://www.rao.org/']"
863,"ст. Троицк (Челяб.), ул. Дорожная, д. 12, 657334",1981-06-04,0-,РАО «Гуляева-Сергеева»,Каптенармус,gerasimovluka@yandex.ru,Устинов Ярополк Иларионовичх,+7 001 476 0552,"с. Новороссийка, ул. Полярная, д. 88, 885609",M,871079902847,kazimir1973feliks_2014,['https://ip.org/']
864,"с. Серафимович, ул. Ручейная, д. 52, 705218",1979-05-19,AB-,Меркушева,Кромкозакатчик,hmiheev@yahoo.com,Корнилов Любомир Геннадиевич,+7 280 450 37 07,"г. Верхоянск, ул. Черняховского, д. 96, 338466",M,577916046496,zuevstanimir,"['http://www.rao.com/', 'http://www.ip.net/', 'http://ip.ru/', 'http://www.ao.edu/']"
865,"д. Пышма, ул. Халтурина, д. 51, 833658",1990-05-12,0-,НПО «Крюкова»,Энтомолог,zatsevirakli@gmail.com,Нестеров Ювеналий Валентинович,+7 541 635 48 94,"д. Якутск, ул. Омская, д. 52, 145515",M,469731388559,maslovatamara,"['http://rao.biz/', 'https://npo.com/', 'https://ip.biz/']"
866,"г. Видное, ул. Калужская, д. 64, 262962",1985-05-03,A+,"РАО «Белозерова, Григорьева и Шарапов»",Инженер КИПиА,sazonovermola@mail.ru,Лукина Маргарита Борисовна,+7 (429) 127-6505,"ст. Усть-Баргузин, ул. Пригородная, д. 11, 796645",F,970292747350,juvenalibelozerov,"['http://ip.edu/', 'https://www.zatseva.edu/']"
867,"г. Егорьевск, ул. Боровая, д. 08, 635997",1982-03-30,AB-,АО «Федоров»,Инженер-технолог,kulakovavasilisa@mail.ru,Гришина Алина Константиновна,+7 156 774 1197,"г. Казань, ул. Нагорная, д. 61, 283639",F,905504992369,leontilihachev,['https://ip.org/']
868,"п. Курчатов, ул. Томская, д. 42, 819665",2009-11-18,A-,НПО «Шарова Кабанов»,Топограф,makarovaaleksandra@yandex.ru,Голубева Александра Артемовна,+7 243 605 89 40,"п. Кропоткин (Краснод.), ул. Автомобилистов, д. 67, 911521",F,358671714308,kondrat_34,"['https://rao.net/', 'https://www.ao.biz/', 'http://www.ao.info/']"
869,"ст. Кондопога, ул. Привокзальная, д. 13, 537102",2014-07-25,B-,ИП «Морозов Шарапова»,Финансист,pankratchernov@rambler.ru,Калинина Вера Аскольдовна,+7 473 364 08 44,"г. Игнашино, ул. Высокая, д. 72, 487102",F,943407526047,efimovaantonina,"['http://ip.edu/', 'https://shubina.com/']"
